,customer_id,1,2,3,4,5,6,7,8,9,10,11,12,output
1900,9604230,31,42,19,6,19,3,9,0,1,0,0,0,13
1848,9370537,0,0,0,0,0,0,0,0,0,10,0,8,0
865,4766279,0,0,0,0,0,0,0,0,0,0,0,0,0
751,4308645,0,0,0,0,0,0,1,0,0,0,0,0,0
432,2815463,0,0,0,0,0,0,0,0,0,0,0,0,0
700,4086644,0,31,6,3,43,24,0,31,2,2,0,4,32
1211,6334856,4,32,43,24,3,15,7,1,0,2,15,19,190
1113,5870091,4,1,0,0,0,10,21,7,0,0,0,0,0
1092,5792522,4,0,1,0,2,0,1,5,4,1,3,0,4
1785,9060305,32,57,47,35,118,117,159,159,21,27,23,12,55
1523,7833720,0,0,0,0,0,0,0,0,0,0,0,0,0
729,4220116,0,0,3,0,0,0,51,0,0,0,0,0,0
909,5020757,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,7310846,0,5,0,0,0,0,0,0,0,0,0,0,0
723,4203413,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,7139473,0,1,8,5,2,8,0,0,0,0,0,0,0
1793,9081525,0,0,0,0,0,0,0,0,0,0,0,0,3
246,2099931,20,109,108,37,77,6,5,7,1,12,38,0,78
1488,7672866,9,11,15,38,23,19,8,7,17,21,10,1,23
735,4249992,3,0,0,0,0,0,0,0,0,0,0,0,0
926,5073416,2,15,8,3,8,11,14,12,14,26,18,16,8
831,4636517,0,0,0,0,0,3,23,0,0,0,0,27,0
1063,5637885,37,24,16,10,49,6,1,1,2,1,0,5,0
1257,6563658,42,27,9,53,32,41,29,10,31,64,7,36,43
1037,5524563,0,0,0,0,0,0,1,0,0,0,0,0,0
1351,7046846,34,10,2,12,6,5,21,14,21,8,3,20,15
108,1451530,1,0,0,0,6,0,0,0,0,0,0,0,0
788,4452772,0,0,2,0,0,0,0,1,0,0,0,0,0
1033,5507495,0,0,1,0,0,1,0,1,0,0,0,0,4
1314,6890188,3,0,1,0,0,0,0,0,0,0,0,0,0
837,4673088,0,0,3,1,0,0,1,0,0,0,0,0,0
1840,9340498,0,0,0,0,0,0,2,3,0,0,0,0,0
766,4366949,6,0,0,0,0,0,0,0,0,0,0,0,0
1469,7568648,0,0,0,0,0,0,0,0,0,0,0,0,0
719,4190370,0,0,0,0,0,0,0,0,0,0,0,0,0
516,3242405,0,0,0,0,0,0,5,0,0,0,0,0,0
943,5144034,0,3,0,41,1,0,0,0,0,0,0,0,0
691,4060849,0,0,0,0,0,0,0,0,0,0,1,0,0
1644,8404175,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2064002,2,3,3,4,1,17,4,4,0,0,0,4,5
1101,5830888,0,7,2,0,1,7,0,0,1,0,20,6,39
1940,9769585,5,0,0,0,0,10,5,0,0,0,0,0,0
898,4943899,0,0,0,0,0,0,0,0,0,0,0,0,48
641,3836700,0,0,0,0,0,0,0,0,0,0,0,0,14
1022,5470663,0,0,0,3,0,0,0,0,0,0,0,0,0
1215,6362097,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,5619549,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,8428945,0,5,0,0,0,0,0,0,0,0,6,0,26
1082,5735997,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3519887,0,0,0,0,0,7,0,6,0,0,0,0,0
899,4945815,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2016069,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,7418990,1,0,0,2,2,0,0,0,5,5,0,1,4
1276,6661377,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1753248,359,876,226,434,1236,208,126,655,93,144,189,27,870
1292,6770327,0,0,34,0,0,0,0,0,0,0,0,0,0
1678,8584067,10,0,4,20,2,0,1,0,7,5,0,0,0
1993,9976192,1,1,0,7,2,8,24,19,27,1,0,15,56
1853,9401556,0,15,2,12,0,6,0,2,0,1,2,0,9
404,2703771,6,0,0,0,2,0,1,0,0,0,0,0,0
1481,7621018,6,18,112,183,67,10,39,11,56,194,21,19,139
305,2341888,105,82,131,51,99,116,106,213,91,31,61,44,92
1020,5466940,20,1,0,3,0,2,0,0,0,0,0,0,0
1686,8603939,1,0,0,1,0,2,0,0,1,0,1,2,11
467,2981538,9,11,0,2,1,0,39,26,33,15,10,0,29
1109,5859415,0,0,0,8,4,21,7,6,0,2,15,3,2
1367,7131162,1,0,12,1,3,6,7,4,0,7,0,0,10
122,1525153,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3519887,0,0,0,0,7,0,6,0,0,0,0,0,0
1543,7918665,0,0,0,0,0,0,0,0,0,0,0,0,11
1916,9640227,0,0,0,7,0,14,0,0,0,3,1,0,0
900,4948184,2,0,14,12,12,2,22,2,0,6,0,0,5
1997,9987263,25,31,1,0,7,19,0,0,8,2,34,0,29
126,1545938,80,61,35,28,32,25,30,58,85,15,122,60,202
870,4790821,10,21,0,7,0,5,12,1,0,1,0,3,2
606,3662694,0,0,0,0,0,0,0,41,32,1,1,2,1
1442,7460146,0,0,0,0,0,0,0,0,0,0,0,0,11
573,3499829,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1190297,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,9587148,0,0,0,0,0,0,0,1,0,0,1,0,0
1630,8350672,2,14,0,0,0,0,0,0,0,0,0,0,0
1174,6173855,1,0,0,0,0,0,0,0,1,3,0,0,13
688,4043633,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,6937682,0,0,47,0,0,54,0,0,0,0,0,31,49
721,4196094,38,0,0,0,0,0,36,19,0,32,7,0,0
508,3222996,17,0,0,0,0,0,0,0,0,0,0,0,0
1105,5841301,0,0,0,0,2,4,0,0,0,0,0,0,2
1868,9471040,1,5,6,97,26,172,64,23,53,16,40,2,134
393,2676859,1,2,15,11,27,9,9,37,6,22,8,2,51
97,1399059,33,0,0,13,11,9,4,0,0,0,0,4,25
1092,5792522,1,5,4,1,3,0,0,4,0,0,0,0,0
56,1224236,31,11,10,3,4,61,8,6,0,20,7,16,24
713,4174118,0,0,0,0,0,0,0,0,0,0,0,0,0
882,4875768,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,6522609,0,3,0,0,8,0,7,11,0,8,0,0,27
1646,8407573,1,15,0,10,2,0,0,1,41,19,11,14,26
475,3054410,27,6,0,0,0,0,0,0,3,0,0,0,0
856,4746355,0,0,0,0,0,0,0,0,0,0,0,0,1
248,2108364,0,0,0,0,0,0,0,0,0,0,0,0,0
999,5379328,118,5,18,35,0,0,0,0,0,0,0,0,0
9,1030323,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,5835643,0,0,2,3,7,22,1,0,1,4,0,1,34
1638,8390414,0,0,0,0,0,0,2,38,5,2,10,9,16
1150,6089823,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,8822663,11,15,8,16,104,55,17,42,97,16,54,89,84
1724,8811997,97,49,39,80,91,40,50,28,9,43,86,27,71
1423,7384867,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,8390489,0,0,2,0,0,0,1,1,2,0,0,0,0
814,4562816,0,0,0,0,0,2,0,0,0,0,0,0,0
489,3125258,0,0,0,0,0,0,0,0,0,0,0,0,0
888,4896399,0,1,39,45,32,67,137,37,45,26,4,19,33
580,3537212,0,0,0,0,0,0,0,0,0,0,0,0,0
829,4628788,14,33,33,0,3,18,1,2,11,17,17,19,42
950,5169428,71,39,6,0,0,86,62,0,0,0,0,0,0
1793,9081525,0,0,0,0,0,0,0,0,0,0,0,3,1
425,2794150,1,0,0,0,0,0,0,0,0,0,0,0,0
1262,6595913,55,1,34,14,102,45,28,30,13,17,25,20,73
1889,9564829,1,0,0,0,1,12,0,0,0,1,0,1,7
1888,9562439,0,2,0,0,0,0,0,0,0,0,0,0,0
626,3777289,0,0,8,39,20,3,16,2,0,6,3,11,17
1016,5453509,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1870448,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,9082916,0,0,0,0,0,1,0,0,0,0,0,0,0
244,2069471,0,0,0,126,162,90,83,190,34,18,86,39,57
389,2667775,0,0,0,0,3,0,0,6,20,0,0,6,2
1197,6290762,0,2,0,0,3,0,0,0,0,0,0,0,5
1510,7785882,38,137,189,15,32,161,25,63,4,327,69,73,241
1290,6768759,0,15,3,0,0,0,0,5,1,7,0,0,58
1776,9003245,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,7364846,1,11,10,3,0,13,62,3,14,51,35,53,173
1629,8345975,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,5424352,0,0,0,0,0,0,0,3,0,0,0,0,0
1840,9340498,0,0,2,3,0,0,0,0,0,0,0,0,0
1171,6168007,6,19,8,14,55,27,22,28,47,31,39,63,69
1664,8490129,0,0,0,3,3,1,0,0,0,0,7,0,2
506,3217827,17,0,135,16,15,71,8,5,7,29,23,0,49
449,2900218,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,6137161,0,6,23,3,0,0,4,4,0,0,1,0,0
855,4745273,0,0,0,0,0,0,0,0,0,0,0,0,22
680,4000737,0,0,0,0,0,0,2,0,0,0,0,0,0
1331,6954110,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,9609324,28,9,13,41,55,42,30,51,100,27,0,4,9
1665,8497770,20,10,13,9,0,7,12,22,10,30,1,8,7
786,4448731,11,25,25,49,13,9,73,13,30,18,2,3,83
204,1900846,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2253681,12,2,0,10,7,32,10,0,2,11,0,0,7
1708,8709630,0,0,0,0,3,8,0,0,0,0,0,0,0
267,2185759,37,46,37,21,2,105,56,2,12,39,40,5,83
1024,5473514,35,117,18,79,72,53,171,107,26,8,8,21,1
1207,6330326,48,69,25,5,30,38,36,39,38,48,13,2,70
919,5041692,34,70,30,3,42,26,6,46,25,83,69,40,94
31,1111821,0,0,0,0,0,0,0,0,0,0,0,1,0
795,4474744,0,0,0,0,5,0,0,0,0,0,0,0,0
812,4558448,0,0,0,0,0,0,1,0,0,0,0,0,0
1798,9113227,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,8669455,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,9503048,33,17,9,36,89,33,57,55,115,34,33,43,118
1378,7167670,15,14,1,8,5,7,1,0,0,0,0,0,0
484,3107076,11,0,0,0,0,0,8,0,0,0,0,0,0
594,3599596,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2152599,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,7528506,0,0,0,0,0,52,8,2,3,3,30,0,13
1549,7934029,0,0,0,1,0,0,0,0,0,0,2,1,16
1059,5615125,0,0,7,0,0,0,0,0,0,0,0,0,0
1806,9134941,43,14,0,9,158,199,156,13,36,137,87,43,247
1298,6789445,0,0,0,0,0,8,0,0,0,0,0,0,0
681,4006389,3,3,3,1,0,0,0,0,0,0,4,0,0
858,4752845,0,0,0,0,0,0,0,0,0,0,0,0,164
1430,7418990,0,1,0,0,2,2,0,0,0,5,5,0,2
1356,7059704,39,101,76,87,62,30,62,17,126,60,85,3,137
833,4641340,15,10,25,4,85,3,11,28,12,5,10,4,1
1182,6206108,74,182,92,202,193,93,71,17,97,72,41,150,695
471,3016145,0,0,0,0,0,0,0,0,0,0,0,0,0
772,4394522,0,0,0,1,0,0,0,0,0,0,0,0,0
1705,8678208,0,0,0,0,0,0,0,0,0,0,0,0,0
652,3892061,0,0,0,0,0,0,0,0,0,0,12,3,0
1832,9290571,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,8241949,3,2,5,6,3,14,21,0,0,0,4,0,1
76,1296643,0,0,0,0,0,0,0,0,0,0,0,0,1
593,3599418,3,3,0,0,0,0,0,0,12,0,0,4,1
142,1624400,0,1,0,1,14,12,16,22,0,4,0,1,32
1259,6579199,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,9639989,0,0,3,0,21,23,0,1,6,9,3,3,9
978,5274179,23,0,6,0,3,13,0,2,4,10,0,24,10
1247,6518930,0,0,0,0,0,8,2,0,1,0,2,0,1
1802,9123080,2,0,0,8,0,0,0,0,0,0,0,0,0
382,2624807,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,7829942,0,0,0,0,1,0,0,0,0,0,0,0,0
1011,5430751,0,0,0,6,0,0,0,0,0,0,0,0,0
276,2239214,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2890552,0,0,0,0,0,0,0,0,0,0,3,2,0
132,1591694,1,1,0,5,2,0,1,0,0,0,0,8,0
1613,8249490,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3064179,0,0,0,0,0,0,0,0,0,0,0,0,0
592,3596145,0,0,3,0,0,0,0,0,4,0,0,0,0
204,1900846,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,6201387,0,0,0,0,0,0,0,0,0,35,11,9,28
1460,7528506,0,7,1,0,0,0,0,0,0,0,0,0,0
1427,7400852,242,1,0,0,0,0,0,0,0,0,0,0,0
857,4747166,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,6146916,0,0,0,0,0,16,14,2,0,0,8,7,1
1992,9975355,38,38,14,16,41,16,10,20,25,31,153,258,132
162,1706958,22,25,18,0,0,12,38,0,0,0,0,0,0
1972,9896604,0,8,0,2,0,0,0,3,0,0,0,0,4
1295,6779173,1,0,0,0,13,0,0,0,19,30,0,0,13
921,5049868,12,2,19,0,1,6,8,43,7,5,7,4,8
405,2716148,1,12,0,0,0,0,0,0,0,0,0,0,0
1663,8481761,0,0,0,0,0,0,0,0,0,0,0,0,0
666,3955839,0,0,0,0,0,0,1,0,0,0,0,0,11
526,3281066,2,21,21,9,4,26,14,35,31,71,54,19,54
1301,6826108,0,1,0,18,1,0,0,36,50,5,24,2,10
796,4475944,0,0,0,0,0,0,0,0,0,0,0,0,0
579,3523379,29,5,19,16,2,8,24,17,7,0,7,17,0
1572,8019691,0,0,0,1,0,0,0,0,0,0,0,0,0
1618,8280665,1,21,6,0,1,1,0,0,0,0,1,0,18
471,3016145,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,5597614,8,0,0,0,1,0,1,0,0,20,0,0,0
959,5187694,0,0,0,0,0,0,0,0,0,0,0,0,0
664,3937850,0,0,0,0,0,0,0,22,2,33,7,0,5
665,3944257,19,33,5,2,57,2,22,7,3,18,1,10,62
1178,6192945,0,0,0,0,2,0,0,39,2,6,4,5,0
743,4277355,0,0,0,0,1,1,0,0,0,0,0,0,0
713,4174118,0,0,0,1,0,2,1,0,0,0,0,0,0
561,3444753,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,9379772,0,0,0,0,0,0,1,0,0,0,0,0,0
553,3410537,0,0,0,3,0,24,9,4,7,0,4,0,8
1315,6894927,20,38,2,16,16,5,4,2,2,2,0,5,2
83,1328958,0,0,0,0,2,3,45,1,0,2,3,7,0
1041,5537259,0,0,0,0,56,1,69,15,0,0,0,0,0
1697,8649525,1172,1379,1637,846,1088,658,882,974,628,907,1021,898,2961
1638,8390414,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,7098099,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2295841,17,36,24,19,0,7,39,13,7,19,2,14,52
1232,6433513,0,0,0,0,0,0,1,7,0,0,0,0,0
1188,6256978,0,0,0,0,0,0,0,0,14,0,0,0,0
655,3902292,0,0,0,0,0,0,0,0,0,0,0,0,7
98,1408866,1,4,12,7,0,0,2,0,1,0,11,0,34
1668,8508123,5,12,10,2,3,0,0,0,2,0,0,0,5
994,5360977,0,0,0,0,0,0,0,0,0,0,0,0,5
1758,8960262,29,18,34,0,50,26,8,19,21,20,28,17,35
1286,6745258,1,23,10,3,20,70,0,3,0,0,0,0,4
1222,6382534,8,0,6,6,0,5,17,27,30,47,11,7,26
489,3125258,0,0,0,0,0,0,0,0,0,0,0,0,0
942,5141582,0,0,131,212,154,35,17,110,9,35,53,81,127
168,1730865,0,0,0,0,15,0,0,0,0,0,0,0,0
1944,9793939,53,55,17,38,37,112,67,94,9,0,21,41,37
297,2314863,0,0,1,0,11,0,0,3,0,0,0,0,0
771,4385405,9,20,0,0,0,0,0,0,0,0,0,0,1
1382,7184601,1,5,3,4,8,0,6,20,0,0,4,37,32
871,4804651,29,48,87,41,78,78,70,89,53,148,7,40,156
681,4006389,1,0,0,0,0,0,0,4,0,0,0,0,0
241,2052324,30,46,69,21,25,1,12,14,3,2,3,10,41
1913,9624366,0,0,0,25,46,28,28,14,2,2,3,0,1
1983,9938009,0,5,2,3,18,16,12,2,5,0,2,0,4
1055,5595813,3,9,0,4,0,0,0,6,0,8,2,4,0
188,1813344,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,9182902,0,0,0,1,0,1,0,0,0,0,11,0,20
953,5177389,0,0,0,0,0,0,0,0,0,0,0,0,0
517,3243370,0,4,11,3,3,9,0,0,0,5,0,0,0
1060,5619549,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2568579,0,1,0,0,0,0,0,6,0,0,0,0,2
747,4298883,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,8422930,0,0,23,25,0,6,50,1,0,0,1,0,0
876,4849811,3,4,9,27,33,0,21,5,0,45,10,0,22
427,2801980,79,13,11,29,15,1,10,25,7,3,2,22,12
454,2926183,0,9,16,18,11,3,76,48,30,73,1,3,48
474,3046776,0,0,1,0,0,0,7,0,0,1,0,7,22
1600,8196085,10,1,0,6,21,38,31,4,3,6,46,30,42
1668,8508123,0,3,3,5,12,10,2,3,0,0,0,2,0
377,2610766,6,0,65,78,33,17,3,0,0,1,6,0,0
893,4926999,13,9,7,6,9,0,0,3,1,3,4,10,19
1110,5863327,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,8960262,37,3,10,43,16,29,18,34,0,50,26,8,60
1624,8327137,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,7489207,0,9,0,0,0,0,0,0,0,0,0,0,0
1934,9745794,3,11,1,0,0,0,0,0,0,11,13,5,12
1952,9814369,0,0,0,0,0,0,0,0,0,0,0,2,33
1238,6462002,0,0,0,9,0,0,0,0,0,0,0,0,2
1772,8995696,0,0,0,0,0,0,0,0,0,0,0,0,0
774,4398985,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3054410,0,0,0,0,0,3,0,0,0,0,0,0,0
1060,5619549,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2185759,8,0,8,11,37,46,37,21,2,105,56,2,91
1543,7918665,0,0,0,0,0,0,0,0,0,0,0,0,3
1717,8773196,0,0,1,0,0,0,0,1,1,5,1,0,1
607,3665927,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2962587,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,9195736,16,15,0,0,3,2,12,27,3,0,15,34,19
1769,8992528,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,5548257,0,0,0,0,0,0,0,0,0,0,0,0,0
900,4948184,42,0,4,0,2,2,0,14,12,12,2,22,8
1587,8128037,3,3,18,89,143,141,44,17,115,57,128,93,75
1689,8624904,0,0,0,3,0,0,17,4,7,7,2,0,16
1185,6223347,22,4,66,12,29,27,16,62,6,35,33,0,13
1121,5901032,6,0,0,0,0,0,0,0,0,0,0,0,0
1514,7796407,0,0,1,0,0,0,4,0,4,0,3,0,0
229,2000177,4,2,24,3,0,1,0,0,1,0,11,0,15
1707,8703979,0,0,2,0,0,0,0,0,0,0,0,0,0
540,3354615,0,0,0,0,0,0,5,0,0,0,3,1,1
684,4011599,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2315120,1,0,0,7,0,0,0,0,3,1,3,6,20
1595,8178418,1,0,1,2,10,1,0,1,2,0,6,4,17
1815,9182902,1,0,1,0,0,0,0,11,0,0,20,0,0
1,1005846,0,0,0,0,0,0,0,0,0,0,0,0,0
682,4007037,1,33,3,0,1,5,2,6,0,2,1,11,5
921,5049868,0,0,12,2,19,0,1,6,8,43,7,5,15
1443,7461325,0,0,0,0,0,0,0,0,0,0,0,0,0
566,3465529,0,0,0,0,0,0,0,0,0,0,0,0,0
563,3445459,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,5698126,0,0,2,1,11,0,2,16,29,24,4,16,15
1606,8222110,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,8014535,0,0,0,0,0,0,0,0,0,2,5,0,0
1355,7054392,0,0,0,0,0,0,0,0,0,0,0,0,0
745,4291932,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,6522609,2,3,7,1,8,0,0,4,0,3,0,0,15
1983,9938009,3,18,16,12,2,5,0,2,0,3,0,1,18
145,1632200,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,7936303,0,0,3,0,0,0,14,2,0,1,23,30,27
1547,7928053,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1023794,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,9475966,0,1,0,0,0,0,0,0,0,16,1,0,0
643,3841729,0,0,0,0,0,0,0,5,0,11,0,3,22
1637,8386489,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2446556,0,0,0,5,7,189,0,0,21,2,0,0,0
1584,8125619,0,0,0,0,4,0,9,0,1,0,0,0,0
528,3282419,0,0,0,0,0,0,0,0,0,0,0,4,55
1866,9467964,8,1,0,0,25,0,10,5,0,8,0,0,27
1270,6633357,0,0,0,18,12,4,1,0,0,0,0,0,0
1397,7271671,97,184,80,108,274,161,173,63,121,44,37,109,151
820,4591716,62,84,57,23,43,62,64,1,105,0,15,36,119
1456,7519460,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3162626,13,2,9,20,0,7,40,23,41,60,14,45,120
856,4746355,0,0,0,0,0,0,0,0,0,0,1,0,0
1939,9766659,17,1,0,0,0,17,0,0,2,10,0,1,3
1073,5678343,87,136,9,35,33,49,49,61,48,40,63,13,36
759,4335330,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,5865748,0,0,9,0,3,4,0,0,0,0,0,0,1
140,1622525,0,0,0,0,0,0,0,0,0,0,0,0,0
964,5212525,7,6,9,10,11,5,0,0,4,13,3,0,42
658,3915408,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1062517,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1536589,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,8509739,0,0,0,3,0,0,0,12,0,0,0,0,4
1219,6378715,0,0,0,0,0,0,0,4,0,0,0,1,0
1858,9415168,0,0,0,0,0,0,0,22,4,1,9,0,0
837,4673088,1,0,0,1,0,0,0,0,0,0,0,0,0
982,5293399,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2674263,98,27,0,22,3,0,0,0,2,0,0,0,28
1853,9401556,0,0,0,15,2,12,0,6,0,2,0,1,11
1015,5446753,2,0,0,14,0,0,0,0,0,0,0,0,0
120,1516047,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,9621397,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,8283848,0,0,0,0,0,0,0,0,0,0,0,0,0
826,4610461,0,0,0,0,0,0,0,0,0,0,0,0,12
1970,9874496,0,0,0,0,0,0,0,0,0,0,0,0,0
834,4645266,0,0,0,0,0,0,0,1,0,0,0,0,0
363,2566986,0,0,2,2,0,9,0,0,1,0,0,0,0
856,4746355,0,0,1,0,0,0,0,0,0,0,0,0,0
704,4104271,0,3,10,1,13,3,23,7,19,16,1,7,64
27,1099520,78,38,14,8,7,14,11,2,0,10,5,22,1
659,3918720,0,0,0,0,0,0,0,0,1,0,0,0,0
67,1255984,0,0,0,0,0,0,0,0,0,0,0,13,11
813,4562062,4,7,0,0,0,0,0,0,0,0,0,0,0
306,2344288,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1551023,0,0,0,0,0,0,0,0,0,0,0,0,0
719,4190370,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1229469,0,0,0,0,0,0,0,0,0,0,0,0,0
522,3259753,0,0,0,0,0,0,0,0,0,0,0,0,0
890,4908594,11,132,179,41,2,151,87,189,53,13,11,36,176
1081,5735138,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2016069,0,0,0,0,0,0,0,0,0,0,0,0,0
791,4459020,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,7971644,0,1,0,0,0,0,0,0,0,1,5,0,6
1537,7887107,0,0,0,0,0,0,0,0,0,14,10,0,0
542,3359398,1,14,1,17,2,15,2,0,9,44,1,4,3
1437,7447216,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,7752441,112,192,203,103,76,82,44,126,46,23,10,42,349
31,1111821,0,0,0,0,0,0,0,0,0,1,0,0,0
1949,9809186,0,0,0,1,0,0,0,0,0,0,0,0,0
1979,9933356,0,11,42,12,38,1,0,0,0,0,0,0,0
201,1870448,0,0,0,0,0,0,0,0,0,0,0,0,0
953,5177389,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,6365641,0,0,0,0,0,0,0,0,0,0,0,0,0
568,3483239,3,3,0,0,0,0,1,0,0,0,14,0,0
1687,8621824,14,0,0,0,0,0,0,0,0,0,0,0,0
460,2943393,0,0,0,0,0,28,0,0,0,0,0,0,4
1481,7621018,2,0,0,6,18,112,183,67,10,39,11,56,234
246,2099931,14,10,7,15,41,61,48,20,109,108,37,77,18
693,4065302,0,0,0,0,0,0,0,0,0,0,0,0,0
956,5183896,0,0,0,0,0,0,0,18,0,0,0,0,15
856,4746355,0,0,0,1,0,0,0,0,0,0,0,0,0
529,3290578,0,0,0,0,0,6,0,0,0,0,0,0,0
714,4176564,0,0,2,74,29,5,40,0,0,0,0,52,2
1251,6531737,17,0,0,3,0,59,0,43,9,3,0,70,13
1371,7146813,0,0,91,101,1,0,0,0,0,11,0,0,0
33,1120692,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,6658538,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,6424521,0,0,0,0,0,1,0,0,0,0,0,0,0
1928,9710961,65,116,96,50,117,175,197,183,73,154,65,136,398
152,1655238,1,15,0,1,0,2,5,0,0,0,0,0,0
179,1773952,1,8,0,62,0,0,0,0,0,3,2,1,53
388,2667560,4,35,38,43,29,36,31,16,2,37,11,7,27
715,4184580,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,9617091,0,0,6,0,0,0,0,0,0,0,0,0,0
1523,7833720,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,7936303,15,0,0,3,0,0,0,14,2,0,1,23,57
592,3596145,1,0,0,0,3,0,0,0,0,0,4,0,0
1077,5696898,0,0,10,0,0,0,81,30,86,3,6,0,0
1923,9697978,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2935051,1,0,0,0,0,0,0,0,0,0,0,0,0
1636,8382909,0,10,1,0,0,0,1,5,12,10,1,0,17
1349,7038742,15,2,0,3,0,0,0,2,2,6,2,0,1
33,1120692,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1516047,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,6610199,0,0,0,0,0,0,0,0,0,0,1,0,0
719,4190370,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2522270,0,0,3,0,0,0,0,0,0,0,0,12,5
1856,9411341,3,23,62,68,10,14,31,15,42,20,31,7,114
500,3185233,20,18,36,8,0,0,28,9,12,7,0,30,4
997,5379192,0,0,0,0,0,1,4,1,0,0,0,0,0
711,4140951,0,0,0,0,0,0,0,0,0,12,7,3,27
487,3119418,0,0,0,0,0,0,0,20,37,4,12,0,16
1120,5900732,1,8,55,4,2,46,48,24,15,0,11,1,17
1715,8753356,76,73,31,0,0,0,0,0,0,0,0,0,0
949,5168339,0,1,0,0,0,0,0,8,0,0,3,0,0
1009,5421395,0,0,0,0,0,0,0,0,0,18,1,1,24
1100,5821932,0,1,0,0,0,12,14,21,31,50,17,0,0
1178,6192945,0,0,2,0,0,39,2,6,4,5,0,0,0
121,1521697,0,0,0,0,0,0,0,0,0,0,0,0,0
